,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-14 06:57:50.107060,587431.0,1676.0,19405.0,568026.0,42403.0,1158.0,2020-05-13 03:20:00.000000
