,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-26 05:05:31.005962,262816.0,1597.0,10634.0,252182.0,23773.0,623.0,2020-04-25 12:00:00.000000
