,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-07 12:09:54.877797,455162.0,1750.0,14661.0,440501.0,35390.0,973.0,2020-05-07 12:00:00.000000
