,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-22 05:32:31.826072,205399.0,1419.0,9369.0,196030.0,20196.0,517.0,2020-04-21 12:00:00.000000
