,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-21 12:07:06.399358,770241.0,1680.0,25005.0,745236.0,51323.0,1419.0,2020-05-20 03:30:00.000000
