,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-09 09:46:46.897389,477118.0,1735.0,15470.0,461648.0,36609.0,1004.0,2020-05-08 12:00:00.000000
