,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-06 15:06:46.870443,438938.0,1812.0,14358.0,424580.0,34422.0,948.0,2020-05-06 12:20:00.000000
