,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-30 20:36:57.132946,330300.0,1686.0,12012.0,318288.0,28087.0,782.0,2020-04-30 04:15:00.000000
