,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-27 06:28:46.298432,276021.0,1542.0,10823.0,265198.0,24631.0,648.0,2020-04-26 11:40:00.000000
