,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-05 06:49:08.815912,407398.0,1533.0,13844.0,393554.0,32332.0,884.0,2020-05-04 12:15:00.000000
