,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-16 09:35:57.700475,645992.0,1791.0,21536.0,624456.0,45198.0,1272.0,2020-05-15 03:15:00.000000
