,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-06-14 09:15:39.447496,1442950.0,-1,-1,-1,86011.0,1957.0,2020-06-13 03:50:00.000000
