,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-25 09:31:44.583391,242547.0,1597.0,10423.0,232124.0,22806.0,593.0,2020-04-24 11:30:00.000000
