,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-06-17 06:48:53.927942,1522434.0,-1,-1,-1,93206.0,2029.0,2020-06-16 04:15:00.000000
