,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-06-15 06:44:49.620701,1463851.0,-1,-1,-1,87854.0,1976.0,2020-06-14 03:00:00.000000
