,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-20 12:04:03.843520,190394.0,1411.0,9234.0,181160.0,19458.0,495.0,2020-04-20 11:45:00.000000
