,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-18 17:12:38.518185,723013.0,1551.0,23415.0,699598.0,48693.0,1347.0,2020-05-18 03:25:00.000000
