,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-29 06:04:16.920054,300384.0,1682.0,11350.0,289034.0,26171.0,690.0,2020-04-28 12:00:00.000000
