,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-05-20 06:56:45.221923,744937.0,1732.0,23601.0,721336.0,49912.0,1369.0,2020-05-19 03:50:00.000000
