,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-22 12:56:51.228844,216783.0,1678.0,9642.0,207141.0,21069.0,543.0,2020-04-22 12:15:00.000000
