,ts,total_tests,currently_in_hospitals,public_labs,private_labs,cases_reported,fatalities,updated
0,2020-04-18 14:17:00.168721,176239.0,1321.0,8832.0,167407.0,18260.0,453.0,2020-04-18 12:45:00.000000
